Hito	VersiÃ³n	Mes nÃƒÂ³mina	PosiciÃ³n	No Emp	Ceco	Patron ActuaL	PUESTO 	NOMBRE DELPUESTO 	ÃƒÆ’Ã‚ÂREA	ÃƒÆ’Ã‚ÂREA NOMBRE	TIPO DE ÃƒÆ’Ã‚ÂREA	TIPO PLAZA	Fecha de Ingreso	SUELDO MES	% Incremento	VARIABLE MENSUAL	Tipo de Egreso	PROYECTO	COSTO	GASTO	INVERSION	BONO	VALES DE GASOLINA	ESTACIONAMIENTO	VALOR ESTACIONAMIENTO	SGMM	Detalle ESTATUS DE VACANTE	PTU
H01	01	202409	POS290	0	335975	CC	COSNULTOR JR	Consultor Analytics Jr	ANA	ANALYTICS	NEGOCIO	VACANTE	20241101	25000	0	0	INVERSION	COSTO 40% / INVERSION 60%	0.4	0	0.6	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS291	0	335975	CC	COSNULTOR JR	Consultor Analytics Jr	ANA	ANALYTICS	NEGOCIO	VACANTE	20241101	25000	0	0	INVERSION	COSTO 40% / INVERSION 60%	0.4	0	0.6	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS292	0	335975	CC	COSNULTOR JR	Consultor Analytics Jr	ANA	ANALYTICS	NEGOCIO	VACANTE	20241101	25000	0	0	INVERSION	COSTO 40% / INVERSION 60%	0.4	0	0.6	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS293	1141848	334007	CC	ANALISTA	Analista de Seguridad Aplicativa	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20240513	47500	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D	Reemplazo (Erick Josue DÃƒÂ­az Campos)	0
H01	01	202409	POS294	1143091	335939	CC	GERENTE	GERENTE DE CUENTA CLAVE BANCA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240527	45000	0	22500	GASTO	CLIENTES ACTUALES DE CIRCULO DE CREDITO	0	1	0	SIN BONO	3000	SI / PENSION	2100	#N/D		0
H01	01	202409	POS295	1148032	336282	CC	GERENTE	Content Strategist & Product Writer	API	APIS	NEGOCIO	ACTIVA	20240715	50000	0	0	INVERSION	MARKETPLACE	0	0	1	CON BONO	0	0	0	#N/D		0
H01	01	202409	POS296	0	336282	CC	INGENIERO	Strategist & Product Writer	API	APIS	NEGOCIO	VACANTE	20241001	25000	0	0	INVERSION	OPEN ECONOMY 	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS297	1153372	334008	CC	ANALISTA	Analista Administrativo	ADF	ADMINISTRACION Y FINANZAS	ADMINISTRATIVA	ACTIVA	20240902	18000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	615		0
H01	01	202409	POS298	0	335939	CC	GERENTE	TRASVERSAL PLD	CCO	COMERCIAL	NEGOCIO	VACANTE	20241001	50000	0	25000	GASTO	CLIENTES ACTUALES DE CIRCULO DE CREDITO	0	1	0	SIN BONO	3000	0	0	#N/D		0
H01	01	202409	POS299	1154189	336285	CC	GERENTE	GERENTE DE VERTICAL MEDIANAS Y PREPAGO	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240909	51333.33333	0	15400	GASTO	CLIENTES ACTUALES DE CIRCULO DE CREDITO	0	1	0	SIN BONO	3000	0	0	#N/D		0
H01	01	202409	POS300	1151098	334002	CC	GERENTE	Especialista en Identidad y Biometricos	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240812	70000	0	0	GASTO	CLIENTES ACTUALES DE CIRCULO DE CREDITO	0	1	0	SIN BONO	3000	0	0	#N/D		0
H01	01	202409	POS301	0	335943	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA ASOCIACIONES	CCO	COMERCIAL	NEGOCIO	VACANTE	20241001	25000	0	12500	GASTO	COMERICIAL	0	1	0	SIN BONO	0	0	0	#N/D	PRIORITARIA PARA JULIO	#N/D
H01	01	202409	POS302	0	334007	CC	COORDINADOR	Especialista en Proyectos de ProtecciÃƒÆ’Ã‚Â³n de Datos	SGR	SEGURIDAD	ADMINISTRATIVA	VACANTE	20241101	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS303	1149445	335972	CC	ANALISTA	ANALISTA DE ATENCIÃƒÆ’Ã¢â‚¬Å“N A OTORGANTES	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20240729	13000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS304	0	336279	CC	ANALISTA	ANALISTA DE ATENCIÃƒÆ’Ã¢â‚¬Å“N A OTORGANTES	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	VACANTE	20241001	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS305	0	335970	CC	GERENTE	Product Owner PopTech	PRD	PRODUCTO	NEGOCIO	VACANTE	20241001	75000	0	0	INVERSION	PopTECH	0	0	1	CON BONO	0	0	0	#N/D		0
H01	01	202409	POS306	0	335978	CC	GERENTE	BO Fraud SolutionÃƒâ€šÃ‚Â 	PRD	PRODUCTO	NEGOCIO	VACANTE	20241001	125000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS307	0	335971	CC	GERENTE	Product Owner Nuevos Productos Data Solutions	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240917	34533.33333	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS308	0	335977	CC	GERENTE	Product Owner	PRD	PRODUCTO	NEGOCIO	VACANTE	20241001	75000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS309	0	335977	CC	GERENTE	Product Owner Cobranza	PRD	PRODUCTO	NEGOCIO	VACANTE	20241001	75000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS310	1144355	336056	CC	COORDINADOR	Ingeniero de Big Data Jr.	DAT	DATOS	NEGOCIO	ACTIVA	20240610	35000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D	SUSTITUYE A SEBASTIAN CHIAS	0
H01	01	202409	POS311	1144357	335943	CC	EJCUTIVO DE CUENTA	Ejecutivo de cuenta	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240610	25000	0	25000	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	SI / SIN AUTO	0	#N/D		0
H01	01	202409	POS312	1144368	335959	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	NEGOCIO	ACTIVA	20240610	10000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS313	1144392	335959	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	NEGOCIO	ACTIVA	20240610	10000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS314	1146661	334007	CC	GERENTE	Gerente de protecciÃƒÆ’Ã‚Â³n de la informaciÃƒÆ’Ã‚Â³n y Criptografia	SGR	SEGURIDAD	NEGOCIO	ACTIVA	20240701	70000	0	0	INVERSION	PROVEEDORES	0	0	1	CON BONO	0	SI / PENSION	2100	#N/D	SUSTITUYE A TRINO	0
H01	01	202409	POS315	1147307	335977	CC	GERENTE	Product Owner Decision Solutions	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240708	85000	0	0	INVERSION	PROVEEDORES	0	0	1	CON BONO	0	SI / PENSION	2100	#N/D	SUSTITUYE A GRACIELA USCANGA	0
H01	01	202409	POS316	1147313	335970	CC	GERENTE	Business Owner Rentech	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240708	108000	0	0	INVERSION	PROVEEDORES	0	0	1	CON BONO	0	SI / SIN AUTO	0	#N/D		0
H01	01	202409	POS317	1147321	336056	CC	GERENTE	LÃƒÆ’Ã‚Â­der de Data Warehouse	DAT	DATOS	NEGOCIO	ACTIVA	20240708	85000	0	0	INVERSION	PROVEEDORES	0	0	1	CON BONO	0	SI / PENSION	2100	#N/D	SUSTITUYE A LOURDES VALDOVINOS	0
H01	01	202409	POS318	1147335	335872	CC	GERENTE	Gerente de Marketing	MAR	MARKETING	NEGOCIO	ACTIVA	20240708	70000	0	0	INVERSION	PROVEEDORES	0	0	1	CON BONO	0	SI / PENSION	2100	#N/D		0
H01	01	202409	POS319	1147359	336280	CC	COORDINADOR	Arquitecto de Soluciones	SIS	SISTEMAS	NEGOCIO	ACTIVA	20240708	86000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D	SUSTITUYE A MIGUEL ESQUIVEL	0
H01	01	202409	POS320	1148720	335959	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	NEGOCIO	ACTIVA	20240722	10000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS321	1148727	335978	CC	GERENTE	Product Owner Collection	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240722	70000	0	0	INVERSION	DATA SOLUTIONS	0	0	1	CON BONO	0	SI / SIN AUTO	0	#N/D		0
H01	01	202409	POS322	1151033	336056	CC	GERENTE	Analista de Productos de Datos	DAT	DATOS	NEGOCIO	ACTIVA	20240812	45000	0	0	COSTO		1	0	0	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS323	1142468	334207	CL	DESARROLLADOR	Desarrollador PLSQL	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20240510	45000	0	0	INVERSION		1	0	0	SIN BONO	0	0	0	0	Reemplazo (Jonathan Alejandro Serrano Hernandez)	0
H01	01	202409	POS324	1144359	334205	CL	ANALISTA	Analista Financiero	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240610	10000	0	0	GASTO		1	0	0	SIN BONO	0	0	0	#N/D	Reemplazo (Jessica Peralta)	0
H01	01	202409	POS325	1145773	335954	CL	EJECUTIVO DE CUENTA	Ejecutivo de Cuenta	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240624	19500	0	9750	GASTO		1	0	0	SIN BONO	0	0	0	#N/D	"Reemplazo (VerÃƒÂ³nica Belmont, por movimiento interno)"	0
H01	01	202409	POS326	1148724	334205	CL	GERENTE	Key Account Manager	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240722	22000	0	0	GASTO		1	0	0	SIN BONO	0	0	0	#N/D	Reemplazo (Lizeth Madrigal)	0
H01	01	202409	POS327	1151747	335972	CC	COORDINADOR	Coordinador de Cargas	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20240819	25000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS328	1152484	336050	CC	ANALISTA	Analista de Calidad	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20240826	12300	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS329	1152505	336041	CC	COORDINADOR	Generalista de Recursos Humanos	REC	RECURSOS HUMANOS	ADMINISTRATIVA	ACTIVA	20240826	26000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS330	1153361	334205	CL	COORDINADOR	Coordinador de AnÃƒÆ’Ã‚Â¡lisis	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240902	15000	0	20000	GASTO		0	1	0	SIN BONO	0	0	0	#N/D	Sustituye David Tenorio	0
H01	01	202409	POS331	1154375	335981	CC	GERENTE	BUSSINES OWNER CONSUMIDOR FINAL	COF	CONSUMIDOR FINAL	NEGOCIO	ACTIVA	20240910	90000	0	0	INVERSION	CONSUMIDOR FINAL	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS332	0	334007	CC	COORDINADOR	Coordinador de Seguridad Control de Accesos	SGR	SEGURIDAD	ADMINISTRATIVA	VACANTE	20241101	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS333	0	334007	CC	COORDINADOR	Especialista en Proyectos Ciber Riesgos	SGR	SEGURIDAD	ADMINISTRATIVA	VACANTE	20241101	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS334	0	334007	CC	COORDINADOR	Especialista Seguridad Proyectos Infraestructura TecnolÃƒÆ’Ã‚Â³gica	SGR	SEGURIDAD	ADMINISTRATIVA	VACANTE	20241101	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS335	0	334007	CC	COORDINADOR	Especialista Continuidad de Cumplimiento	SGR	SEGURIDAD	ADMINISTRATIVA	VACANTE	20241001	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS336	0	336139	CC	COORDINADOR	ABOGADO JR	LEG	LEGAL	ADMINISTRATIVA	VACANTE	20241007	20000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D	SE CONVIERTE EN CONTRALOR / SE ELIMINA ESTA CAJA	0
H01	01	202409	POS337	0	336139	CC	COORDINADOR	ABOGADO JR	LEG	LEGAL	ADMINISTRATIVA	VACANTE	20241107	20000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D	SE CONVIERTE EN CONTRALOR / SE ELIMINA ESTA CAJA	0
H01	01	202409	POS338	0	336139	CC	COORDINADOR	OFICIAL DE DATOS	LEG	LEGAL	ADMINISTRATIVA	VACANTE	20241107	20000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D	SE CONVIERTE EN CONTRALOR / SE ELIMINA ESTA CAJA	0
H01	01	202409	POS339	0	335977	CC	GERENTE	Product Owner Decision SolutionsÃƒâ€šÃ‚Â 	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240917	39666.66667	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D	REEMPLAZO EDUARDO SOLORIO	0
H01	01	202409	POS340	0	335966	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20241016	6666.666667	0	2000	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D	Reemplazo Rommy Lozano	0
H01	01	202409	POS341	0	335951	CL	COORDINADOR	Gerente Hunter	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240930	1666.666667	0	833.3333333	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS342	0	334004	CC	GERENTE	Lider QA	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	75000	0	0	GASTO		0	1	0	BONO2023	0	#N/D	2100	#N/D		0
H01	01	202409	POS343	0	334004	CC	DESARROLLADOR	Analista de Aplicaciones	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	50000	0	0	GASTO		0	1	0	BONO2023	0	#N/D	2100	#N/D		0
H01	01	202409	POS344	0	334004	CC	GERENTE	Lider de Servicio	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	50000	0	0	GASTO	OPERACIÃƒâ€œN 	0	1	0	BONO2023	0	#N/D	2100	#N/D		0
H01	01	202409	POS345	0	334004	CC	DBA	DBA Interno	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	80000	0	0	GASTO	OPERACIÃƒâ€œN 	0	1	0	BONO2023	0	#N/D	2100	#N/D		0
H01	01	202409	POS346	0	336281	CC	GERENTE	HEAD OF DEVELPMENT	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241015	130000	0	0	INVERSION		0	0	1	CON BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS347	0	336281	CC	COORDINADOR	TECH LIDER 	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	86000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS348	0	336281	CC	GERENTE	GERENTE SR ESPECIALISTA CORE	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	86000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS349	0	334004	CC	COORDINADOR	DBA SEGURIDAD	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	80000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS350	0	336281	CC	LIDER	LIDER TECNICO DE COMUNICACIONES CORE	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	60000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS351	0	336280	CC	COORDINADOR	OKTA ADMINISTRADOR DE IDENTIDADES	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	60000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS352	0	336280	CC	GERENTE	GERENCIA DE INFRAESTRUCTURA	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241115	90000	0	0	COSTO		1	0	0	SIN BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS353	0	336280	CC	OPERADOR	OPERADORES DE SISTEMAS	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	20000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D		0
H01	01	202409	POS354	0	336280	CC	OPERADOR	OPERADORES DE SISTEMAS	SIS	SISTEMAS	ADMINISTRATIVA	VACANTE	20241215	20000	0	0	GASTO		0	1	0	SIN BONO	0	#N/D	2100	#N/D		0
